,Unnamed: 0,ProjGalaxyID,DescGalaxyID,DescID,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,DMmass,Gasmass,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,DispAnisotropy,DMEllipticity,StellarEllipticity,StellarCoRotKE,MedOrbitCircu,RotToDispRatio,Triaxiality,name1,filename,image,btdradius,btdintensity,n_total,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,morph_c,morph_asymm,morph_sersic_n,morph_smoothness,morph_sersic_rhalf,morph_xc_asymmetry,morph_yc_asymmetry
104127,376,1560276,1560278,1560277,0.18270987,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1560278.png,5.8412866999999995,,12147637000.0,7275250.5,123941470000.0,,0.73036605,21395440000.0,5.422953e-06,146.17891,12.196069999999999,0.77758461975016,,,0.6956319015477129,,,,,galface_1560278.png,RefL0050N0752galface_1560278.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1560278.png,0.25248506931607195,0.4591852894745023,1.5250338314397727,2.2450512155814577,0.0033635736979720395,0.0033635736979720395,0.0001927801562320012,0.008819049981797682,0.0,0.0,22,63.99225616455078,16.157089233398438,6015.047494666186,2762.0213250411725,0.4006605288361892,0.06311362981796265,2.0396211478931927,109.3956043956044,42.76373626373626,0.1623925508281327,2.6364348090370084,0.022830419730128254,0.9756404022614618,-0.03951772946190998,6.187184091477198,128.24947299927956,126.76260746881891
104128,377,1560276,1560279,1560278,0.27090108,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1560279.png,5.76133,,11689550000.0,7275250.5,123854220000.0,,1.3346394,20374639000.0,1.5875123e-05,146.94162,10.925127999999999,0.7744459896575482,,,0.6940041884063142,,,,,galface_1560279.png,RefL0050N0752galface_1560279.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1560279.png,0.23364546601741604,0.4260976538588247,1.4674314002018367,2.2101476498857275,0.004673891632893562,0.004673891632893562,9.480252741691001e-05,0.009192423076777012,0.0,0.0,46,64.61839294433594,15.097794532775879,6154.017004703215,2622.2122075113516,0.36938428391753814,0.05897575989365578,2.0708860377136156,108.4010989010989,41.769230769230774,0.20080454952528964,2.572112774315611,0.05387812192828787,0.851548527726417,-0.02344260635067457,5.754960781228252,125.76003992615333,128.26335161908105
104129,378,1560276,1560280,1560279,0.36566857,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1560280.png,5.6567326,,11151777000.0,7275250.5,124862505000.0,,1.5233729999999999,19206404000.0,1.2245165e-06,147.65344,13.045097,0.7616948856804251,,,0.7032600049478516,,,,,galface_1560280.png,RefL0050N0752galface_1560280.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1560280.png,0.22852221002001713,0.39641218420309743,1.3649590098262567,1.807406464643831,0.007640128662346059,0.007640128662346059,9.750937173839853e-05,0.00795313155570645,0.0,0.0,59,65.05349731445312,14.866168975830078,6488.328779897438,2572.0525834669616,0.3409930583377409,0.05807097256183624,2.0197902118051854,108.4010989010989,42.76373626373626,0.2384485931708173,2.5441713334734257,0.09732090282037577,0.8470129214243887,-0.0007014950188619632,6.053645141860663,128.2619706475771,129.75223911540564
104130,379,1560276,1560281,1560280,0.5031073,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1560281.png,5.3251624,,10329742000.0,7275250.5,124271110000.0,,1.5954318,17476768000.0,9.146818000000001e-07,147.03246000000001,15.249310999999999,0.7494996463308039,,,0.6849665490023373,,,,,galface_1560281.png,RefL0050N0752galface_1560281.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1560281.png,0.21615598768892347,0.4030004018333554,1.3585984522692023,1.5914989164319904,0.005591747841490104,0.005591747841490104,0.00010234475915793929,0.003746792021033045,0.0,0.0,83,71.80795288085938,15.521718978881836,6393.485967741415,2576.5774141157094,0.35483372517622186,0.06063171476125717,1.8533296190268782,107.4065934065934,45.747252747252745,0.23228471354717292,2.504407429079876,0.11499074084348557,0.9312524323490693,-0.004524533588372603,6.786433677916532,125.7540465263315,128.73270239925148
104131,380,1560276,1560282,1560281,0.6151898,,,5.087495,,9659407000.0,7275250.5,123902690000.0,,1.9397433999999998,16086306000.0,8.973234e-06,147.48508,13.708251999999998,0.7486130870434073,,,0.6801756015903972,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
104491,381,1560276,1560283,1560282,0.7356295999999999,,,4.634741,,8792096000.0,7275250.5,128236380000.0,,2.4735146,14453913000.0,0.00011614569,148.8818,17.045021,0.7178580783699493,,,0.6387290308444178,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
104851,382,1560276,1560284,1560283,0.86505055,,,4.253259,,7833119000.0,7275250.5,131125490000.0,,2.7027759999999996,12705934000.0,0.00012284353999999999,148.92511000000002,22.265272,0.6658828395669294,,,0.6280190369824865,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
105211,383,1560276,1560285,1560284,1.0041216999999998,,,4.087015,,6843273000.0,7275250.5,121178390000.0,,2.5735883999999998,10986701000.0,1.4238448e-05,144.77919,19.819016,0.6101083634075994,,,0.6131774544610407,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
105571,384,1560276,1560286,1560285,1.2593315,,,2.755847,,4257331000.0,5427516.5,112161990000.0,,3.0979705,6622848500.0,1.9391276999999998e-07,137.62363,13.713098,0.32160042266287125,,,0.5333423536671669,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
105931,385,1560276,1560619,1560285,1.2593315,,,2.4726534,,943321150.0,1847734.9,13059228000.0,,0.42723829999999996,1456171000.0,2.1073585e-09,82.7365,7.8137927,0.2819263523238399,,,0.40107825465319735,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
106291,386,1560276,1560620,1560619,1.4867073,,,2.1280103,,758870140.0,1847734.9,13873611000.0,,0.51013523,1152594400.0,1.9270786e-08,84.87125,7.1267977,0.13722796175708907,,,0.4452769716699424,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
106651,387,1560276,1560287,1560286,1.4867073,,,2.4898214,,3081939200.0,5427516.5,113732580000.0,,2.316487,4748989400.0,0.0017953655,136.54868000000002,16.939585,0.2559314726244877,,,0.5276679999453389,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
107011,388,1560276,1560288,1560287,1.7369658,,,2.8829165,,2351690500.0,5427516.5,100014100000.0,,1.7279891,3566358300.0,0.00016298794,127.67116000000001,19.525303,0.17242761410212604,,,0.572502758716729,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
107371,389,1560276,1560621,1560620,1.7369658,,,1.8721743000000002,,572007200.0,1847734.9,27795696000.0,,0.72674006,863301950.0,1.718692e-07,91.68722,5.832921499999999,0.3464815007945625,,,0.41458196200977626,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
107731,390,1560276,1560622,1560621,2.0124101999999997,,,2.146712,,454048060.0,1847734.9,29385685000.0,,0.35356832,676462500.0,6.091399e-08,88.21705,10.90735,0.2972989733882321,,,0.5654541077824372,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
108091,391,1560276,1560289,1560288,2.0124101999999997,,,2.7588336,,1525579600.0,3619298.2,96485100000.0,,1.6574826,2277698600.0,9.910927e-07,123.61655,28.434418,0.17618878638212354,,,0.5126861182729182,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
108451,392,1560276,1560290,1560289,2.237037,,,2.915611,,1177335800.0,3619297.8,102147010000.0,,1.401528,1747253900.0,3.2947557000000003e-07,126.83178999999998,23.410746,0.2314648942188449,,,0.6134643666362197,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
108811,393,1560276,1560623,1560622,2.237037,,,2.4864957000000003,,384771460.0,1847734.9,27136436000.0,,0.32691985,564661900.0,5.1476654e-08,86.79330999999999,11.3799925,0.16394144512606199,,,0.6227810399870091,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
109171,394,1560276,1560291,1560290,2.4784132999999997,,,2.8491786,,927095940.0,3619297.8,102379680000.0,,1.177519,1330741000.0,1.5848598e-05,130.04355,21.122799,-0.10181055973441301,,,0.6408676755519958,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
109531,395,1560276,1560292,1560291,3.0165045,,,3.6225247000000005,,460671780.0,3619297.8,82999300000.0,,1.3659938999999999,642058240.0,8.296326e-10,115.58311499999999,18.842022,0.26858531986669143,,,0.754110200968879,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
109891,396,1572722,1572722,1572722,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1572722.png,4.676192299999999,,11435148000.0,5703794.5,109650980000.0,,0.7369880999999999,20254433000.0,1.3266007e-06,137.60542,11.293502,0.6990216375021466,,,0.6512899071089693,,,,,galface_1572722.png,RefL0050N0752galface_1572722.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1572722.png,0.30593268010172864,0.5711568186815568,1.575603389012779,1.770544534429565,0.00026602331133077084,0.00026602331133077084,0.00036562373671530517,0.0317022637467057,0.0,0.0,0,61.032981872558594,18.67198371887207,5331.986388468257,3045.400382890893,0.4873400734245097,0.07293743640184402,1.8661256042546994,110.40641711229947,46.74866310160428,0.18052148394488884,2.8206771637100347,0.009696410544271068,1.3852415300119676,-0.046897926955671465,7.153768078196404,126.24428847654784,127.2504455751531
109892,397,1572722,1572723,1572722,0.10063854,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1572723.png,5.0637989999999995,,10772735000.0,5703794.5,109108040000.0,,1.0168666,18831500000.0,1.814033e-06,137.05064,15.911489999999999,0.6955717881067038,,,0.6750999391801029,,,,,galface_1572723.png,RefL0050N0752galface_1572723.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1572723.png,0.336498952999787,0.5780076559422965,1.6260490081466767,2.853187537759202,0.010377619453942305,0.010377619453942305,0.00014494325823142615,0.10782963771925815,1448792449941.437,0.0,13,62.057132720947266,20.882160186767578,5455.689889716675,3153.430524703221,0.5087432551760608,0.08157093822956085,2.0197902118051854,108.40760869565217,42.766304347826086,0.21408694402038808,,,,,,,
109893,398,1572722,1572724,1572723,0.18270987,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1572724.png,5.119934,,10180069000.0,5703794.5,111231270000.0,,1.7002074,17597805000.0,2.2206510000000002e-07,139.04279,13.792947,0.6811288003383742,,,0.6810943046036195,,,,,galface_1572724.png,RefL0050N0752galface_1572724.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1572724.png,0.2551544347538089,0.4639797453157643,1.3846100382903266,2.0358614390462337,0.008620248370940569,0.008620248370940569,0.0001664151219198605,0.031729773677058204,91763889255559.28,0.0,67,65.69806671142578,16.763153076171875,5873.522647206941,2725.19554195745,0.40899327198612717,0.06548106670379639,1.9591870484259188,105.43010752688173,42.76881720430107,0.19408036293376635,2.5805182799914346,0.07878088621875919,0.9546966186668436,0.006300348424184128,5.990896469955957,128.7461008833363,126.76080659842196
109894,399,1572722,1572725,1572724,0.27090108,,,5.1036205,,9356883000.0,5703794.5,110455670000.0,,1.7806321,16064821000.0,1.5377414e-05,138.2412,15.661411,0.6548274911829867,,,0.6598348544724131,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
110254,400,1572722,1572726,1572725,0.36566857,,,4.7871213,,8561974000.0,5703794.5,118046880000.0,,1.6482131000000002,14541337000.0,4.7141765e-07,141.4448,17.811787,0.6291352333138636,,,0.6390675273351049,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
110614,401,1572722,1572727,1572726,0.5031073,,,4.4019379999999995,,7477069000.0,5703794.5,112869720000.0,,1.9007581000000002,12520810000.0,2.7353062e-06,137.15005,21.037029999999998,0.5896914552152807,,,0.6050467721556929,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
110974,402,1572722,1572728,1572727,0.6151898,,,3.9301733999999997,,6710316500.0,5703794.5,114740880000.0,,1.8919116000000002,11116808000.0,0.0008493422,139.37537,19.491041,0.524042721423575,,,0.5674307979068559,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
111334,403,1572722,1572729,1572728,0.7356295999999999,,,3.7083223,,5828378000.0,3652562.8,110426580000.0,,2.1180098,9542520000.0,2.3104453e-06,137.79004,19.844421,0.420785970209662,,,0.5194142990004376,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
111694,404,1572722,1572730,1572729,0.86505055,,,3.5871646,,4969165000.0,3652562.8,106878180000.0,,1.9893174,8035007500.0,0.00019563906000000003,134.62277,20.245337,0.3458510251497209,,,0.48179101973562705,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
112054,405,1572722,1572731,1572730,1.0041216999999998,,,3.2315986,,4327007700.0,3652562.8,114750570000.0,,1.7361490000000002,6906887000.0,2.1815811e-05,136.72565,22.710434,0.27845010744099896,,,0.4506249581140497,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
112414,406,1572722,1572732,1572731,1.2593315,,,2.8924592000000002,,3252440300.0,3652562.8,102340910000.0,,1.4147198,5082712000.0,1.7065621e-07,129.7761,23.453804,0.11567308560120593,,,0.3343797544207415,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
112774,407,1572722,1572733,1572732,1.4867073,,,3.0649304,,2614141200.0,3652562.8,102360290000.0,,1.841877,3993021400.0,9.860467999999999e-06,130.17963999999998,20.596087,0.15600216502089334,,,0.41048688182559656,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
113134,408,1572722,1572734,1572733,1.7369658,,,3.0594575,,2016955300.0,3652562.8,102738400000.0,,1.455371,3044950800.0,1.308238e-07,128.57146,23.114929999999998,0.08867988615096277,,,0.5062223709799588,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
113494,409,1572722,1572735,1572734,2.0124101999999997,,,3.190491,,1531557900.0,3652562.8,104144190000.0,,1.4829024,2272868900.0,2.0029967e-08,128.97652,28.901567,0.23053720970910385,,,0.5515922578165989,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
113854,410,1572722,1572736,1572735,2.237037,,,3.213793,,1229882400.0,3652562.8,96087605000.0,,1.6645644,1795106700.0,2.0191646e-08,124.92095,19.98476,0.16692010623110287,,,0.5703544387371358,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
114214,411,1572722,1572737,1572736,2.4784132999999997,,,3.1934502,,979782140.0,3652562.8,100237080000.0,,1.5945188,1396223100.0,4.372789000000001e-06,130.16064,18.55719,0.21814399973126555,,,0.5781435637522394,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
114574,412,1572722,1572738,1572737,3.0165045,,,3.3172169,,495480300.0,3652562.8,91686050000.0,,0.52255285,709635900.0,1.9859929e-08,120.82743,21.999233,0.1979918386721694,,,0.6448833289605291,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
114934,413,1573529,1573529,1573529,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1573529.png,6.5445485,,10134920000.0,5515284.0,111783890000.0,,0.487871,18307817000.0,4.0516056e-08,138.39571999999998,16.34615,0.7913137158557491,,,0.6947846509558355,,,,,galface_1573529.png,RefL0050N0752galface_1573529.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1573529.png,0.16896220661081152,0.39914259414025016,1.2172948123572385,0.883934073308912,1.094942910991441,1.094942910991441,6.042652674748542e-05,0.0006419552041255265,0.0005177534170000062,0.001134001811020495,62,88.83702850341797,15.010100364685059,5742.607625725114,2292.119304861505,0.32988171285469425,0.05863320454955101,1.5422700687159405,117.35164835164835,57.681318681318686,0.20524900029590779,2.255482864579774,0.07446519892435999,,-0.023798443066982755,7.5604820577397795,126.75760449382585,128.67614819379233
114935,414,1573529,1573530,1573529,0.10063854,,,6.163436,,9637391000.0,3692082.5,113897410000.0,,0.8347697000000001,17236010000.0,9.949943e-06,140.26752,14.954481,0.7908073209392221,,,0.6885215643002387,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
115295,415,1573529,1573531,1573530,0.18270987,,,5.886058,,9193091000.0,5515284.0,113199360000.0,,0.95390475,16306625000.0,2.692129e-08,140.02003,16.455092999999998,0.7852754572758275,,,0.695054317565301,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
115655,416,1573529,1573532,1573531,0.27090108,,,5.559882,,8790143000.0,3692082.5,113567770000.0,,0.9823610999999999,15398271000.0,4.1788805e-08,140.1114,18.189556,0.7872183388604599,,,0.6884544781182018,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
116015,417,1573529,1573533,1573532,0.36566857,,,5.2005514999999995,,8285069300.0,5515284.0,113470824000.0,,1.1604164,14395344000.0,1.2365993999999999e-06,140.5771,15.730745,0.7844458257098175,,,0.6807009321279691,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
116375,418,1573529,1573534,1573533,0.5031073,,,4.8664913,,7451076000.0,3692082.5,113713200000.0,,1.538684,12761524000.0,1.17655015e-08,141.24788,15.414646,0.7729998957355536,,,0.6725328714549408,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
116735,419,1573529,1573535,1573534,0.6151898,,,4.6529474,,6678346000.0,3692082.5,114168865000.0,,1.6398131999999999,11333336000.0,3.2061467e-07,141.14696999999998,17.67226,0.7607826668472674,,,0.6604118538464053,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
117095,420,1573529,1573536,1573535,0.7356295999999999,,,4.1551313,,5870998000.0,3692082.5,110445970000.0,,1.8653662,9898575000.0,4.382944e-08,139.63365,16.213186,0.7390339373338637,,,0.5945504402286279,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
117455,421,1573529,1573537,1573536,0.86505055,,,3.9176023,,5229857000.0,3692082.5,122855630000.0,,1.4753766000000001,8585553400.0,2.0972044000000002e-05,144.11574,17.633972,0.6625113913833232,,,0.6298639477375075,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
117815,422,1573529,1573538,1573537,1.0041216999999998,,,3.7726064,,4699376600.0,3692082.5,106325565000.0,,1.1928896999999998,7591942000.0,2.6938588e-07,134.95134,15.436998,0.7001286885736585,,,0.5902523934559338,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
118175,423,1573529,1573539,1573538,1.2593315,,,3.508628,,3850633700.0,3692082.5,102835350000.0,,1.7226188999999998,6090525000.0,1.0715647000000001e-07,135.09138000000002,13.779194,0.6221905408951752,,,0.5714514338061614,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
118535,424,1573529,1573540,1573539,1.4867073,,,3.2464466,,2788891400.0,1826425.8,104570770000.0,,1.2837234,4314425000.0,2.6374341e-06,134.71511999999998,17.430841,0.4401053331860032,,,0.4782213342445328,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
118895,425,1573529,1573727,1573539,1.4867073,,,1.3118664,,465797020.0,1865656.9,2161995300.0,,0.47427702,709044300.0,7.550431e-08,71.92818,1.8427334999999998,0.26957552835803894,,,0.33365105019011304,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
119255,426,1573529,1573728,1573727,1.7369658,,,1.9174535,,742251800.0,1865656.9,12351489000.0,,0.36040124,1107176200.0,1.0039513e-06,83.31388000000001,6.292457,0.1696021862167113,,,0.3264738369902298,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
119615,427,1573529,1573541,1573540,1.7369658,,,2.6807408,,1934132000.0,1826425.8,95573770000.0,,1.087106,2971793200.0,1.2004433999999999e-06,122.31237,36.85927,0.3578569059454121,,,0.4555265743214086,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
119975,428,1573529,1573542,1573541,2.0124101999999997,,,2.3607272999999998,,1401724500.0,1826425.8,95457420000.0,,1.3182353,2100868900.0,3.2572107e-09,122.48031599999999,25.783367000000002,0.1702982293783526,,,0.3918119769321443,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
